sale_date,store_name,city,state,sku,product_name,category,quantity,unit_price,discount
2025-03-02,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,22,194.94,687.35
2025-03-25,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,21,179.46,0.0
2025-11-29,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,6,397.14,0.0
2025-09-01,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,20,71.19,95.09
2025-07-13,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,6,35.34,0.0
2025-09-30,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,23,155.08,115.88
2025-11-10,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,17,182.51,0.0
2025-02-28,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,20,116.16,0.0
2025-10-28,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,9,186.85,0.0
2025-03-08,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,10,171.66,0.0
2025-12-27,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,21,50.64,51.53
2025-01-23,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,12,401.48,0.0
2025-08-13,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,3,167.28,0.0
2025-11-13,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,25,83.88,119.86
2025-06-22,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,19,118.64,0.0
2025-10-30,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,12,162.65,268.64
2025-08-29,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,25,158.59,0.0
2025-06-19,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,4,50.29,0.0
2025-07-07,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,7,162.11,0.0
2025-08-04,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-006,"Capa Notebook 15""",Acessórios,25,61.61,0.0
2025-12-02,Loja Savassi,Belo Horizonte,MG,SKU-003,Hub USB-C,Acessórios,19,82.86,103.64
2025-04-23,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,22,68.81,48.89
2025-09-26,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-006,"Capa Notebook 15""",Acessórios,3,60.51,25.54
2025-06-11,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,1,76.89,0.0
2025-03-23,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,23,205.32,0.0
2025-06-11,Loja Centro SP,São Paulo,SP,SKU-008,Caixa de Som Bluetooth,Áudio,22,158.0,0.0
2025-11-21,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,17,76.26,0.0
2025-11-11,Loja Asa Norte,Brasília,DF,SKU-006,"Capa Notebook 15""",Acessórios,3,58.43,0.0
2025-02-12,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,20,131.67,0.0
2025-01-18,Loja Asa Norte,Brasília,DF,SKU-004,Suporte Monitor,Mobiliário,5,133.88,0.0
2025-11-03,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,11,171.5,122.0
2025-12-12,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,24,58.57,47.4
2025-04-05,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,10,35.67,0.0
2025-05-25,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,21,50.71,34.52
2025-05-19,Loja Savassi,Belo Horizonte,MG,SKU-005,Webcam Full HD,Periféricos,23,204.15,240.36
2025-10-21,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,19,259.2,0.0
2025-10-16,Loja Batel,Curitiba,PR,SKU-003,Hub USB-C,Acessórios,17,81.92,0.0
2025-01-23,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,6,69.23,31.56
2025-01-31,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,10,82.39,0.0
2025-08-10,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-006,"Capa Notebook 15""",Acessórios,15,60.23,0.0
2025-09-01,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,22,49.97,0.0
2025-07-13,Loja Asa Norte,Brasília,DF,SKU-002,Teclado Mecânico,Periféricos,18,194.18,0.0
2025-02-20,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,20,198.97,0.0
2025-09-13,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,5,388.97,0.0
2025-08-19,Loja Asa Norte,Brasília,DF,SKU-004,Suporte Monitor,Mobiliário,22,130.16,111.67
2025-11-01,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,22,244.25,0.0
2025-07-04,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-001,Mouse Sem Fio,Periféricos,16,50.84,120.15
2025-08-21,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,2,247.12,0.0
2025-07-24,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,19,131.88,0.0
2025-01-26,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,18,117.14,112.27
2025-06-28,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,24,242.3,0.0
2025-11-02,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,3,396.85,142.49
2025-05-11,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,16,88.78,83.67
2025-11-26,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,18,156.43,94.6
2025-08-13,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,25,400.96,533.75
2025-12-25,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,3,166.7,80.97
2025-08-04,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,17,163.62,0.0
2025-03-07,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-009,Mousepad Gamer XL,Acessórios,17,90.3,0.0
2025-03-27,Loja Asa Norte,Brasília,DF,SKU-005,Webcam Full HD,Periféricos,23,202.97,0.0
2025-10-29,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-006,"Capa Notebook 15""",Acessórios,7,61.95,0.0
2025-05-06,Loja Asa Norte,Brasília,DF,SKU-007,Headset Gamer,Áudio,17,242.39,0.0
2025-04-15,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,13,129.2,0.0
2025-03-11,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,2,202.69,0.0
2025-10-20,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,17,124.77,0.0
2025-07-25,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,25,79.34,0.0
2025-10-14,Loja Centro SP,São Paulo,SP,SKU-006,"Capa Notebook 15""",Acessórios,17,59.53,0.0
2025-12-25,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,14,48.04,0.0
2025-09-05,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,23,36.38,0.0
2025-05-31,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,24,199.03,167.82
2025-08-10,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,16,183.71,0.0
2025-03-03,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,16,62.58,0.0
2025-09-19,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,22,155.13,0.0
2025-08-14,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,12,393.16,848.39
2025-08-14,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,15,66.48,0.0
2025-10-13,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,21,85.98,0.0
2025-12-23,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,8,125.66,0.0
2025-01-20,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-008,Caixa de Som Bluetooth,Áudio,24,161.7,199.23
2025-12-03,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,15,94.28,0.0
2025-01-14,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,14,61.59,63.12
2025-09-08,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-008,Caixa de Som Bluetooth,Áudio,3,162.73,68.07
2025-11-21,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,15,254.66,0.0
2025-01-16,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,1,50.94,0.0
2025-01-15,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,3,245.61,94.25
2025-06-09,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,24,156.49,117.13
2025-10-22,Loja Batel,Curitiba,PR,SKU-005,Webcam Full HD,Periféricos,5,190.71,0.0
2025-04-29,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,12,390.27,0.0
2025-06-30,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,10,58.8,35.44
2025-01-03,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,3,68.43,15.05
2025-01-09,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-004,Suporte Monitor,Mobiliário,24,130.41,491.71
2025-11-04,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,22,151.39,175.42
2025-12-31,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,5,66.99,53.58
2025-04-12,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,9,183.58,0.0
2025-07-31,Loja Savassi,Belo Horizonte,MG,SKU-009,Mousepad Gamer XL,Acessórios,16,94.28,90.87
2025-05-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-003,Hub USB-C,Acessórios,9,79.47,0.0
2025-03-18,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,5,198.89,0.0
2025-06-26,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,13,50.77,0.0
2025-10-21,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,16,162.92,132.54
2025-02-23,Loja Centro SP,São Paulo,SP,SKU-001,Mouse Sem Fio,Periféricos,17,47.86,0.0
2025-11-29,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,12,35.87,18.7
2025-04-25,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-010,Cabo HDMI 2m,Cabos,15,35.42,0.0
2025-01-19,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,15,186.17,0.0
2025-11-21,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,7,240.42,0.0
2025-07-15,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,1,167.25,13.24
2025-01-22,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-009,Mousepad Gamer XL,Acessórios,2,89.59,0.0
2025-03-27,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,13,156.81,155.24
2025-08-02,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,17,184.26,0.0
2025-09-30,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,22,77.99,0.0
2025-08-28,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,8,145.4,0.0
2025-06-20,Loja Asa Norte,Brasília,DF,SKU-005,Webcam Full HD,Periféricos,13,209.73,138.13
2025-12-04,Loja Savassi,Belo Horizonte,MG,SKU-015,Luz LED para Mesa,Iluminação,4,174.29,0.0
2025-10-20,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-002,Teclado Mecânico,Periféricos,19,188.93,189.02
2025-04-26,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,8,114.56,0.0
2025-09-09,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,14,71.49,50.75
2025-04-05,Loja Centro SP,São Paulo,SP,SKU-010,Cabo HDMI 2m,Cabos,24,36.17,0.0
2025-04-03,Loja Savassi,Belo Horizonte,MG,SKU-004,Suporte Monitor,Mobiliário,3,127.7,70.76
2025-12-18,Loja Savassi,Belo Horizonte,MG,SKU-009,Mousepad Gamer XL,Acessórios,4,93.05,0.0
2025-12-27,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,4,390.64,0.0
2025-01-29,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,7,71.23,0.0
2025-04-10,Loja Asa Norte,Brasília,DF,SKU-010,Cabo HDMI 2m,Cabos,8,34.19,9.33
2025-05-11,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,4,49.0,0.0
2025-07-03,Loja Centro SP,São Paulo,SP,SKU-014,Filtro de Tela Privacidade,Acessórios,16,156.12,0.0
2025-09-28,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,25,162.0,281.34
2025-10-03,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,15,166.78,0.0
2025-11-05,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,25,94.03,0.0
2025-07-31,Loja Savassi,Belo Horizonte,MG,SKU-014,Filtro de Tela Privacidade,Acessórios,17,147.15,0.0
2025-01-05,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,4,66.73,0.0
2025-02-24,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,20,48.51,0.0
2025-05-09,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-006,"Capa Notebook 15""",Acessórios,12,62.66,47.45
2025-03-05,Loja Batel,Curitiba,PR,SKU-006,"Capa Notebook 15""",Acessórios,5,61.65,0.0
2025-09-26,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,6,203.07,39.13
2025-11-26,Loja Asa Norte,Brasília,DF,SKU-003,Hub USB-C,Acessórios,6,80.32,0.0
2025-04-04,Loja Asa Norte,Brasília,DF,SKU-004,Suporte Monitor,Mobiliário,23,132.44,0.0
2025-02-02,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,3,414.28,94.7
2025-08-20,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,7,124.62,142.9
2025-05-23,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,24,113.95,0.0
2025-03-24,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,13,259.79,262.52
2025-07-31,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,4,131.36,0.0
2025-08-23,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,19,51.0,0.0
2025-10-19,Loja Savassi,Belo Horizonte,MG,SKU-012,SSD Externo 1TB,Armazenamento,17,396.81,0.0
2025-10-11,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,8,115.65,0.0
2025-12-01,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,13,92.52,95.43
2025-10-31,Loja Batel,Curitiba,PR,SKU-011,Carregador USB-C 65W,Energia,6,121.13,0.0
2025-11-09,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,19,51.21,0.0
2025-12-21,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,2,393.15,0.0
2025-05-02,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-014,Filtro de Tela Privacidade,Acessórios,10,153.47,0.0
2025-06-12,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-004,Suporte Monitor,Mobiliário,22,124.89,199.51
2025-04-17,Loja Savassi,Belo Horizonte,MG,SKU-002,Teclado Mecânico,Periféricos,15,187.01,198.29
2025-12-29,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-008,Caixa de Som Bluetooth,Áudio,24,155.61,0.0
2025-01-14,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,20,186.64,284.77
2025-03-16,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,11,415.98,266.22
2025-12-18,Loja Asa Norte,Brasília,DF,SKU-001,Mouse Sem Fio,Periféricos,23,50.97,0.0
2025-01-28,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,10,66.53,0.0
2025-10-10,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,5,68.52,0.0
2025-12-09,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,10,122.33,0.0
2025-03-28,Loja Batel,Curitiba,PR,SKU-015,Luz LED para Mesa,Iluminação,2,181.05,27.21
2025-06-18,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,5,91.56,17.8
2025-12-07,Loja Asa Norte,Brasília,DF,SKU-007,Headset Gamer,Áudio,11,239.84,155.71
2025-02-17,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-014,Filtro de Tela Privacidade,Acessórios,5,157.16,0.0
2025-05-10,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,3,124.52,23.72
2025-12-06,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-010,Cabo HDMI 2m,Cabos,24,34.14,57.41
2025-11-15,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,7,261.9,195.01
2025-06-24,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,22,73.35,112.97
2025-10-04,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,25,175.64,666.1
2025-10-14,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-006,"Capa Notebook 15""",Acessórios,23,62.43,52.49
2025-04-01,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,24,78.11,59.26
2025-03-16,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,3,93.45,0.0
2025-05-07,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,16,72.57,0.0
2025-12-29,Loja Batel,Curitiba,PR,SKU-008,Caixa de Som Bluetooth,Áudio,6,154.81,36.04
2025-06-05,Loja Batel,Curitiba,PR,SKU-001,Mouse Sem Fio,Periféricos,7,51.12,24.71
2025-04-28,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-010,Cabo HDMI 2m,Cabos,3,33.69,0.0
2025-03-27,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,8,60.59,71.65
2025-03-18,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,7,167.36,0.0
2025-04-16,Loja Savassi,Belo Horizonte,MG,SKU-008,Caixa de Som Bluetooth,Áudio,13,155.61,79.54
2025-03-26,Loja Centro SP,São Paulo,SP,SKU-009,Mousepad Gamer XL,Acessórios,5,90.12,24.06
2025-06-09,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-013,Pen Drive 128GB,Armazenamento,16,69.96,0.0
2025-10-11,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,3,70.17,0.0
2025-06-20,Loja Batel,Curitiba,PR,SKU-005,Webcam Full HD,Periféricos,19,209.67,0.0
2025-07-15,Loja Batel,Curitiba,PR,SKU-010,Cabo HDMI 2m,Cabos,5,36.39,0.0
2025-07-03,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,14,124.42,0.0
2025-05-02,Loja Asa Norte,Brasília,DF,SKU-004,Suporte Monitor,Mobiliário,2,128.86,29.44
2025-12-18,Loja Savassi,Belo Horizonte,MG,SKU-007,Headset Gamer,Áudio,6,249.79,0.0
2025-11-14,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,25,69.22,77.84
2025-11-15,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,3,124.63,0.0
2025-09-22,Loja Batel,Curitiba,PR,SKU-004,Suporte Monitor,Mobiliário,3,131.52,23.24
2025-09-26,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,3,87.67,0.0
2025-08-31,Loja Batel,Curitiba,PR,SKU-002,Teclado Mecânico,Periféricos,22,180.71,0.0
2025-02-26,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,24,259.16,0.0
2025-10-23,Loja Savassi,Belo Horizonte,MG,SKU-010,Cabo HDMI 2m,Cabos,5,33.62,0.0
2025-04-05,Loja Batel,Curitiba,PR,SKU-012,SSD Externo 1TB,Armazenamento,6,411.7,0.0
2025-12-07,Loja Savassi,Belo Horizonte,MG,SKU-011,Carregador USB-C 65W,Energia,24,114.01,96.03
2025-05-14,Loja Batel,Curitiba,PR,SKU-010,Cabo HDMI 2m,Cabos,25,33.37,29.06
2025-12-13,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-007,Headset Gamer,Áudio,5,260.9,0.0
2025-04-05,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,11,174.56,0.0
2025-02-20,Loja Savassi,Belo Horizonte,MG,SKU-006,"Capa Notebook 15""",Acessórios,18,61.77,0.0
2025-05-26,Loja Asa Norte,Brasília,DF,SKU-004,Suporte Monitor,Mobiliário,14,128.05,0.0
2025-12-17,Loja Centro SP,São Paulo,SP,SKU-002,Teclado Mecânico,Periféricos,3,192.46,44.6
2025-10-19,Loja Savassi,Belo Horizonte,MG,SKU-001,Mouse Sem Fio,Periféricos,9,51.6,22.16
2025-07-24,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-009,Mousepad Gamer XL,Acessórios,2,87.89,13.0
2025-07-25,Loja Asa Norte,Brasília,DF,SKU-013,Pen Drive 128GB,Armazenamento,5,67.72,0.0
2025-11-26,Loja Centro SP,São Paulo,SP,SKU-011,Carregador USB-C 65W,Energia,16,116.32,0.0
2025-07-31,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-014,Filtro de Tela Privacidade,Acessórios,10,150.66,0.0
2025-01-13,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-015,Luz LED para Mesa,Iluminação,18,172.83,0.0
2025-08-27,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,22,164.22,0.0
2025-02-24,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,19,203.46,0.0
2025-04-18,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-003,Hub USB-C,Acessórios,14,79.99,0.0
2025-11-14,Loja Asa Norte,Brasília,DF,SKU-011,Carregador USB-C 65W,Energia,11,123.91,0.0
2025-08-25,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-011,Carregador USB-C 65W,Energia,5,120.81,0.0
2025-01-03,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,12,162.07,0.0
2025-08-04,Loja Centro SP,São Paulo,SP,SKU-005,Webcam Full HD,Periféricos,11,204.0,97.78
2025-07-11,Loja Savassi,Belo Horizonte,MG,SKU-013,Pen Drive 128GB,Armazenamento,11,70.74,48.96
2025-05-21,Loja Centro SP,São Paulo,SP,SKU-015,Luz LED para Mesa,Iluminação,7,182.62,0.0
2025-05-19,Loja Batel,Curitiba,PR,SKU-013,Pen Drive 128GB,Armazenamento,16,71.17,187.59
2025-11-28,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,12,129.61,99.26
2025-09-30,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,25,72.21,0.0
2025-03-21,Loja Asa Norte,Brasília,DF,SKU-012,SSD Externo 1TB,Armazenamento,16,402.42,311.75
2025-10-30,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,25,408.03,0.0
2025-05-04,Loja Asa Norte,Brasília,DF,SKU-005,Webcam Full HD,Periféricos,3,206.95,0.0
2025-03-22,Loja Asa Norte,Brasília,DF,SKU-009,Mousepad Gamer XL,Acessórios,20,91.06,89.26
2025-09-22,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-006,"Capa Notebook 15""",Acessórios,25,59.88,57.38
2025-06-26,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,13,180.1,0.0
2025-10-11,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,1,418.72,0.0
2025-05-31,Loja Centro SP,São Paulo,SP,SKU-004,Suporte Monitor,Mobiliário,9,127.7,0.0
2025-09-26,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,1,399.33,0.0
2025-04-03,Loja Centro SP,São Paulo,SP,SKU-013,Pen Drive 128GB,Armazenamento,23,70.07,0.0
2025-12-16,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,15,167.68,0.0
2025-07-12,Loja Asa Norte,Brasília,DF,SKU-008,Caixa de Som Bluetooth,Áudio,2,154.97,0.0
2025-02-02,Loja Batel,Curitiba,PR,SKU-009,Mousepad Gamer XL,Acessórios,5,87.43,79.85
2025-09-11,Loja Asa Norte,Brasília,DF,SKU-015,Luz LED para Mesa,Iluminação,7,172.29,47.23
2025-01-11,Loja Centro SP,São Paulo,SP,SKU-007,Headset Gamer,Áudio,6,259.96,0.0
2025-07-14,Loja Centro SP,São Paulo,SP,SKU-012,SSD Externo 1TB,Armazenamento,21,384.12,0.0
2025-10-29,Loja Asa Norte,Brasília,DF,SKU-007,Headset Gamer,Áudio,5,254.86,101.87
2025-10-31,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-012,SSD Externo 1TB,Armazenamento,3,394.21,72.45
2025-04-02,Loja Shopping RJ,Rio de Janeiro,RJ,SKU-005,Webcam Full HD,Periféricos,24,194.59,0.0
2025-11-27,Loja Centro SP,São Paulo,SP,SKU-003,Hub USB-C,Acessórios,1,83.22,0.0
